"Delivery Date","Hour Ending","QSE Name","Settlement Point Source","Settlement Point Sink","MW","Price","Offer ID","CRR ID"
"12/31/2020","1","QAEN","DECKER_DPG2","LZ_AEN","89","-.29","CRR16","51617972"
"12/31/2020","1","QAEN","EXGNWTL_1","LZ_AEN","1","5.87","CRR20","109233964"
"12/31/2020","1","QAEN","EXGNWTL_1","LZ_AEN","1","5.87","CRR22","109233965"
"12/31/2020","1","QAEN","EXGNWTL_1","LZ_AEN","1","5.87","CRR24","109233966"
"12/31/2020","1","QAEN","EXGNWTL_1","LZ_AEN","1","5.87","CRR26","109233967"
"12/31/2020","1","QAEN","EXGNWTL_1","LZ_AEN","4","5.87","CRR18","109233963"
"12/31/2020","1","QAEN","FPPYD_FPP_G1","LZ_AEN","285.9",".84","CRR42","51617975"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN",".8",".65","CRR76","90294305"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","1",".65","CRR55","101376483"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","1",".65","CRR57","101376484"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","1",".65","CRR65","59352849"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","1",".65","CRR71","84819647"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","1",".65","CRR80","95500386"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","1",".65","CRR82","95500387"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","1",".65","CRR84","95500388"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","2",".65","CRR53","101376482"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","2",".65","CRR67","59352850"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","3",".65","CRR59","109234009"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","3",".65","CRR69","84819646"
"12/31/2020","1","QAEN","HRFDWIND_ALL","LZ_AEN","5",".65","CRR78","95500385"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","1",".8","CRR101","59352851"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","1",".8","CRR103","84819695"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","1",".8","CRR106","90294368"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","1",".8","CRR113","95500451"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","1",".8","CRR115","95500452"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","1",".8","CRR96","109234129"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","1",".8","CRR98","109234130"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","2",".8","CRR108","90294369"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","2",".8","CRR111","95500450"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","2",".8","CRR92","101376522"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","3",".8","CRR90","101376521"
"12/31/2020","1","QAEN","HWF_HWFG1","LZ_AEN","9",".8","CRR94","109234128"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","1","3.77","CRR132","109234157"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","1","3.77","CRR134","109234158"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","1","3.77","CRR136","109234159"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","1","3.77","CRR138","109234160"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","2","3.77","CRR124","101376532"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","2","3.77","CRR126","101376533"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","2","3.77","CRR128","101376534"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","3","3.77","CRR130","109234156"
"12/31/2020","1","QAEN","KARAKAW1_1","LZ_AEN","5","3.77","CRR122","101376531"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","1","12.1","CRR142","101376566"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","1","12.1","CRR146","109234261"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","1","12.1","CRR149","59352853"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","1","12.1","CRR153","84819726"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","1","12.1","CRR160","95500465"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","2","12.1","CRR151","59352854"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","2","12.1","CRR155","84819727"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","3","12.1","CRR144","109234260"
"12/31/2020","1","QAEN","LV3_UNIT1","LZ_AEN","4","12.1","CRR158","95500464"
"12/31/2020","1","QAEN","STP_STP_G1","LZ_AEN","214.4","1.04","CRR199","51617977"
"12/31/2020","1","QAEN","STP_STP_G2","LZ_AEN","214.4","1.04","CRR202","51617978"
"12/31/2020","1","QAEN","WEC_WECG1","LZ_AEN","1",".56","CRR209","101376328"
"12/31/2020","1","QAEN","WEC_WECG1","LZ_AEN","1",".56","CRR213","90294454"
"12/31/2020","1","QAEN","WEC_WECG1","LZ_AEN","1",".56","CRR216","95506269"
"12/31/2020","1","QAEN","WEC_WECG1","LZ_AEN","2",".56","CRR211","101376329"
"12/31/2020","1","QCPSE1","BRA_AVR1_CT2","LZ_CPS","0",".19","51617966_1","51617966"
"12/31/2020","1","QCPSE1","BRA_AVR1_CT2","LZ_CPS","19.9",".19","51617966_2","51617966"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","0",".19","51617967_1","51617967"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","0",".19","51617968_1","51617968"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","17.3",".19","51617968_2","51617968"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_CPS","29.3",".19","51617967_2","51617967"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH",".5","-1.55","84816865_2","84816865"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH",".5","-1.55","84816866_2","84816866"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH",".6","-1.55","59353877_2","59353877"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH",".6","-1.55","59353878_2","59353878"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH",".6","-1.55","59353879_2","59353879"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH",".7","-1.55","101360744_2","101360744"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH",".9","-1.55","90292746_2","90292746"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","1.8","-1.55","84816866_1","84816866"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","1.9","-1.55","84816865_1","84816865"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","2.1","-1.55","101360801_2","101360801"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","2.1","-1.55","95504809_2","95504809"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","2.1","-1.55","95504810_2","95504810"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","2.3","-1.55","101360773_2","101360773"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","2.3","-1.55","59353877_1","59353877"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","2.3","-1.55","59353878_1","59353878"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","2.3","-1.55","59353879_1","59353879"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","3","-1.55","101360744_1","101360744"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","3.4","-1.55","90292746_1","90292746"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","8.3","-1.55","95504810_1","95504810"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","8.5","-1.55","101360801_1","101360801"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","8.5","-1.55","95504809_1","95504809"
"12/31/2020","1","QCPSE1","BRA_AVR_CST1","LZ_SOUTH","9.1","-1.55","101360773_1","101360773"
"12/31/2020","1","QCPSE1","CALAVER_JKS1","LZ_CPS","0",".25","51617969_1","51617969"
"12/31/2020","1","QCPSE1","CALAVER_JKS1","LZ_CPS","107.6",".25","51617969_2","51617969"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","0",".25","109232782_1","109232782"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","0",".25","54431793_1","54431793"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","0",".25","54431794_1","54431794"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","0",".25","54431795_1","54431795"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","0",".25","59353880_1","59353880"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","0",".25","59353881_1","59353881"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","1.4",".25","54431795_2","54431795"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","1.5",".25","54431793_2","54431793"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","1.5",".25","54431794_2","54431794"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","3.7",".25","59353880_2","59353880"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","3.7",".25","59353881_2","59353881"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_CPS","7.3",".25","109232782_2","109232782"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH",".5","-1.49","54431789_2","54431789"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH",".5","-1.49","54431790_2","54431790"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH",".5","-1.49","54431791_2","54431791"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH",".5","-1.49","54431792_2","54431792"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH",".5","-1.49","84816870_2","84816870"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH","1.8","-1.49","109232756_2","109232756"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH","1.8","-1.49","54431792_1","54431792"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH","1.8","-1.49","84816870_1","84816870"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH","2.2","-1.49","54431789_1","54431789"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH","2.2","-1.49","54431790_1","54431790"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH","2.2","-1.49","54431791_1","54431791"
"12/31/2020","1","QCPSE1","CALAVER_JKS2","LZ_SOUTH","7.3","-1.49","109232756_1","109232756"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0","4.96","101411114_1","101411114"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0","4.96","101411357_1","101411357"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0","4.96","54431838_1","54431838"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0","4.96","54431839_1","54431839"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0","4.96","59353896_1","59353896"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0","4.96","90367468_1","90367468"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0","4.96","95573553_1","95573553"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS","0","4.96","95573554_1","95573554"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS",".1","4.96","95573553_2","95573553"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS",".2","4.96","54431838_2","54431838"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS",".2","4.96","54431839_2","54431839"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS",".4","4.96","101411357_2","101411357"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS",".7","4.96","101411114_2","101411114"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS",".7","4.96","90367468_2","90367468"
"12/31/2020","1","QCPSE1","CEDROHI_CHW1","LZ_CPS",".9","4.96","95573554_2","95573554"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS",".1","-.43","101411358_1","101411358"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS",".1","-.43","101411358_2","101411358"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS",".1","-.43","109293701_2","109293701"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","1.5","-.43","101411115_1","101411115"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","1.5","-.43","101411165_1","101411165"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","1.5","-.43","84883734_1","84883734"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","1.5","-.43","90367471_1","90367471"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","1.5","-.43","90367472_1","90367472"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","1.5","-.43","95573558_1","95573558"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","3","-.43","109293729_1","109293729"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","3.4","-.43","84883734_2","84883734"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","3.4","-.43","90367472_2","90367472"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","3.4","-.43","95573558_2","95573558"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","3.5","-.43","101411115_2","101411115"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","3.5","-.43","101411165_2","101411165"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","3.5","-.43","90367471_2","90367471"
"12/31/2020","1","QCPSE1","IN_INDNENR","LZ_CPS","7","-.43","109293729_2","109293729"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS",".1","-.39","101411359_1","101411359"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS",".1","-.39","101411359_2","101411359"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS",".9","-.39","84883738_1","84883738"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS",".9","-.39","90367476_1","90367476"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS",".9","-.39","95573564_1","95573564"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","1","-.39","101411116_1","101411116"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","1","-.39","101411166_1","101411166"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","1","-.39","90367475_1","90367475"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","1.9","-.39","109293730_1","109293730"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","2.2","-.39","101411116_2","101411116"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","2.2","-.39","101411166_2","101411166"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","2.2","-.39","84883738_2","84883738"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","2.2","-.39","90367476_2","90367476"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","2.2","-.39","95573564_2","95573564"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","2.3","-.39","90367475_2","90367475"
"12/31/2020","1","QCPSE1","IN_INDNENR_2","LZ_CPS","4.5","-.39","109293730_2","109293730"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS","0","4.32","101411241_1","101411241"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS","0","4.32","101411264_1","101411264"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS","0","4.32","101411291_1","101411291"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS","0","4.32","101411323_1","101411323"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS","0","4.32","101411362_1","101411362"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS","0","4.32","54431840_1","54431840"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS",".1","4.32","101411241_2","101411241"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS",".2","4.32","54431840_2","54431840"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS",".4","4.32","101411264_2","101411264"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS",".8","4.32","101411291_2","101411291"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS",".8","4.32","101411323_2","101411323"
"12/31/2020","1","QCPSE1","LV1A_LV1B","LZ_CPS",".8","4.32","101411362_2","101411362"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS","0","5.79","101411239_1","101411239"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS","0","5.79","101411262_1","101411262"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS","0","5.79","101411289_1","101411289"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS","0","5.79","101411321_1","101411321"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS","0","5.79","101411360_1","101411360"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS","0","5.79","109293702_1","109293702"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS","0","5.79","54431841_1","54431841"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS",".1","5.79","101411239_2","101411239"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS",".2","5.79","54431841_2","54431841"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS",".3","5.79","101411262_2","101411262"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS",".3","5.79","101411360_2","101411360"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS",".6","5.79","101411289_2","101411289"
"12/31/2020","1","QCPSE1","PAP1_PAP1","LZ_CPS",".6","5.79","101411321_2","101411321"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS","0","4.16","101411240_1","101411240"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS","0","4.16","101411263_1","101411263"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS","0","4.16","101411290_1","101411290"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS","0","4.16","101411322_1","101411322"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS","0","4.16","101411361_1","101411361"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS",".1","4.16","101411240_2","101411240"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS",".1","4.16","101411263_2","101411263"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS",".2","4.16","101411290_2","101411290"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS",".2","4.16","101411322_2","101411322"
"12/31/2020","1","QCPSE1","PENA_ALL","LZ_CPS",".2","4.16","101411361_2","101411361"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","0",".13","109232780_1","109232780"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","0",".13","51617970_1","51617970"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","0",".13","54431796_1","54431796"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","0",".13","84816873_1","84816873"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","0",".13","84816874_1","84816874"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","0",".13","90292751_1","90292751"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","0",".13","95504815_1","95504815"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS",".3",".13","90292751_2","90292751"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS",".4",".13","54431796_2","54431796"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","2.3",".13","84816874_2","84816874"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","2.4",".13","84816873_2","84816873"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","3.8",".13","95504815_2","95504815"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","14.9",".13","109232780_2","109232780"
"12/31/2020","1","QCPSE1","STP_STP_G1","LZ_CPS","56.3",".13","51617970_2","51617970"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","0",".13","109232781_1","109232781"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","0",".13","51617971_1","51617971"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","0",".13","54431797_1","54431797"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","0",".13","84816877_1","84816877"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","0",".13","84816878_1","84816878"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","0",".13","90292755_1","90292755"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","0",".13","95504819_1","95504819"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS",".3",".13","90292755_2","90292755"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS",".4",".13","54431797_2","54431797"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","2.3",".13","84816878_2","84816878"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","2.4",".13","84816877_2","84816877"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","3.7",".13","95504819_2","95504819"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","15",".13","109232781_2","109232781"
"12/31/2020","1","QCPSE1","STP_STP_G2","LZ_CPS","56.3",".13","51617971_2","51617971"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS",".1","-.25","101411356_2","101411356"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS",".2","-.25","101411111_1","101411111"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS",".2","-.25","101411161_1","101411161"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS",".4","-.25","95573593_1","95573593"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS",".4","-.25","95573595_1","95573595"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS",".5","-.25","101411111_2","101411111"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS",".5","-.25","101411161_2","101411161"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS",".9","-.25","95573595_2","95573595"
"12/31/2020","1","QCPSE1","SWEETWN2_2_4","LZ_CPS","1","-.25","95573593_2","95573593"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS",".8","-.25","59353897_1","59353897"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","1","-.25","101411112_1","101411112"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.2","-.25","101411162_1","101411162"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","1.8","-.25","59353897_2","59353897"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","2.2","-.25","95573599_1","95573599"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","2.2","-.25","95573601_1","95573601"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","2.4","-.25","101411112_2","101411112"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","2.9","-.25","101411162_2","101411162"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","5","-.25","95573601_2","95573601"
"12/31/2020","1","QCPSE1","SWEETWN3_3","LZ_CPS","5.1","-.25","95573599_2","95573599"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","1.6","-.25","59353898_1","59353898"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","2","-.25","101411113_1","101411113"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","2.5","-.25","101411163_1","101411163"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","3.8","-.25","59353898_2","59353898"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","4.4","-.25","95573607_1","95573607"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","4.4","-.25","95573609_1","95573609"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","4.8","-.25","101411113_2","101411113"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","5.8","-.25","101411163_2","101411163"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","10.2","-.25","95573609_2","95573609"
"12/31/2020","1","QCPSE1","SWTWN4_WND45","LZ_CPS","10.3","-.25","95573607_2","95573607"
"12/31/2020","1","QGAR10","HB_NORTH","LZ_NORTH","1",".12","054","90388641"
"12/31/2020","1","QGAR10","HB_NORTH","LZ_NORTH","66",".12","052","84932457"
"12/31/2020","1","QGAR10","STWF_T1","LZ_NORTH","7","-.35","058","90388652"
"12/31/2020","1","QGAR16","SLTFRK_UN1_2","LZ_NORTH","1","-.1","068","84883829"
"12/31/2020","1","QGAR3","SLTFRK_UN1_2","LZ_SOUTH","8","-1.99","069","101396045"
"12/31/2020","1","QGAR3","SLTFRK_UN1_2","LZ_SOUTH","9","-1.99","073","109248010"
"12/31/2020","1","QGAR3","SLTFRK_UN1_2","LZ_SOUTH","10","-1.99","071","109248009"
"12/31/2020","1","QGAR4","BORDAS_345","HB_SOUTH",".1","10.44","063","101411452"
"12/31/2020","1","QGAR4","SLTFRK_UN1_2","HB_SOUTH","7","-1","071","101411416"
"12/31/2020","1","QGAR6","SLTFRK_UN1_2","LZ_NORTH","4","-.1","073","109231759"
"12/31/2020","1","QGAR6","SLTFRK_UN1_2","LZ_NORTH","13","-.1","069","101342908"
"12/31/2020","1","QGAR6","SLTFRK_UN1_2","LZ_NORTH","15","-.1","071","109231758"
"12/31/2020","1","QGAR6","SSPURT_WIND1","LZ_NORTH","8","-.1","061","101342891"
"12/31/2020","1","QGAR6","SSPURT_WIND1","LZ_NORTH","10","-.1","065","109231750"
"12/31/2020","1","QGAR6","SSPURT_WIND1","LZ_NORTH","12","-.1","063","109231749"
